caption,path,dataset,target
"hand drawn vector illustration of a pizza on white background with label hot and fresh , sketch",cc/validation/94_3272894817,imagenet100,pizza
abstract background of pizza and ribbon in a flat style vector art illustration,cc/validation/94_3272894817,imagenet100,pizza
foraging for dandelions ? give this homemade pizza a try !,cc/validation/94_3272894817,imagenet100,pizza
a night with just the middle kids ... pizza & fireworks !,cc/validation/94_3272894817,imagenet100,pizza
person : enjoy some pizza while bowling .,cc/validation/94_3272894817,imagenet100,pizza
learn how to make classic pizza dough at home that everyone will love .,cc/validation/94_3272894817,imagenet100,pizza
are you looking for a fun pizza inspired craft or activity for kids ? check out this list !,cc/validation/94_3272894817,imagenet100,pizza
pizza on a wooden platter,cc/validation/94_3272894817,imagenet100,pizza
that moment where you catch yourself drooling over pizza <3,cc/validation/94_3272894817,imagenet100,pizza
female chef preparing a pizza .,cc/validation/94_3272894817,imagenet100,pizza
"chef or bakers posing in front of the bread , pizza and tart in commercial kitchen",cc/validation/94_3272894817,imagenet100,pizza
sliced pizza served on a round plate .,cc/validation/94_3272894817,imagenet100,pizza
a young boy in a straw hat is shown eating a piece of pizza .,cc/validation/94_3272894817,imagenet100,pizza
dolly shot of the chef putting paprika on pizza,cc/validation/94_3272894817,imagenet100,pizza
pizza served on a plate,cc/validation/94_3272894817,imagenet100,pizza
group of young people eating pizza and drinking cider in the room,cc/validation/94_3272894817,imagenet100,pizza
celebrate national pizza day with these favourites,cc/validation/94_3272894817,imagenet100,pizza
my mouth is watering just thinking about this pizza !,cc/validation/94_3272894817,imagenet100,pizza
"miniature dolls house savoury food arranged on a table , including sushi , nuts , olives and sorts of pizza .",cc/validation/94_3272894817,imagenet100,pizza
whole pepperoni pizza on a white background,cc/validation/94_3272894817,imagenet100,pizza
pizza from a little shop in the section .,cc/validation/94_3272894817,imagenet100,pizza
what would it be this portion of pizza in geometry,cc/validation/94_3272894817,imagenet100,pizza
it 's not a pizza ; it 's better !,cc/validation/94_3272894817,imagenet100,pizza
man eating pizza having a takeaway at home relaxing resting,cc/validation/94_3272894817,imagenet100,pizza
the person special - a pizza with toppings of your choice .,cc/validation/94_3272894817,imagenet100,pizza
seamless vector pattern with pizza on the white background .,cc/validation/94_3272894817,imagenet100,pizza
time lapse of home made vegetarian pizza with fresh ingredients being placed on the crust,cc/validation/94_3272894817,imagenet100,pizza
my pizza brings all the boys to the yard,cc/validation/94_3272894817,imagenet100,pizza
"chef cutting onion , preparing ingredients for pizza on the kitchen",cc/validation/94_3272894817,imagenet100,pizza
pizza dough and ingredients for making a pizza,cc/validation/94_3272894817,imagenet100,pizza
"pizza , drinks and plenty of views can be found .",cc/validation/94_3272894817,imagenet100,pizza
pizza on a brown wooden background,cc/validation/94_3272894817,imagenet100,pizza
funny look i wish someone would look at me the way my dog looks at pizza .,cc/validation/94_3272894817,imagenet100,pizza
the close - up top view of the hands of friends taking pieces of pizza,cc/validation/94_3272894817,imagenet100,pizza
"taking a pizza out of the oven , close - up",cc/validation/94_3272894817,imagenet100,pizza
falling cheese on a freshly prepared pizza,cc/validation/94_3272894817,imagenet100,pizza
happy family eating pizza on the sofa,cc/validation/94_3272894817,imagenet100,pizza
family eating pizza and fries on a sofa,cc/validation/94_3272894817,imagenet100,pizza
top view of female hand takes a slice of pizza out of the box .,cc/validation/94_3272894817,imagenet100,pizza
vector illustration of a pizza isolated on white,cc/validation/94_3272894817,imagenet100,pizza
hands opening the cardboard box of pizza,cc/validation/94_3272894817,imagenet100,pizza
falling cheese on a freshly prepared pizza,cc/validation/94_3272894817,imagenet100,pizza
"from pizza to tacos and from soup to skewers , here are recipes where pork is the star !",cc/validation/94_3272894817,imagenet100,pizza
christmas pizza on the wood board,cc/validation/94_3272894817,imagenet100,pizza
friends drink beer and talk while waiting for pizza in a restaurant .,cc/validation/94_3272894817,imagenet100,pizza
pan across of pieces of a fresh baked peppered pizza straight from the oven on a wooden cutting board,cc/validation/94_3272894817,imagenet100,pizza
"the intrepid team was led by professional guides to the top part of the mountain , where slices of pepperoni pizza were passed around to celebrate",cc/validation/94_3272894817,imagenet100,pizza
musical film : half a pizza and home made chips !,cc/validation/94_3272894817,imagenet100,pizza
a slice of pizza with different ingredients .,cc/validation/94_3272894817,imagenet100,pizza
"from pizza to tacos and from soup to skewers , here are recipes where pork is the star !",cc/validation/94_3272894817,imagenet100,pizza
fun patio in the middle of gardens with small patio table and umbrella .,cc/validation/11031_200201036,imagenet100,umbrella
position your buffet under an overhang or umbrella to protect it from the elements .,cc/validation/11031_200201036,imagenet100,umbrella
kids playing in the rain under colorful umbrella royalty - free,cc/validation/11031_200201036,imagenet100,umbrella
woman sleeping under a communist umbrella .,cc/validation/11031_200201036,imagenet100,umbrella
a man uses his inside - out umbrella for protection .,cc/validation/11031_200201036,imagenet100,umbrella
woman holding an umbrella in the rain,cc/validation/11031_200201036,imagenet100,umbrella
woman drifting in sea kayak using umbrella as a sail,cc/validation/11031_200201036,imagenet100,umbrella
a groom holds an umbrella over his new bride as she enters the venue,cc/validation/11031_200201036,imagenet100,umbrella
couple sitting on beach using an umbrella as a parasol,cc/validation/11031_200201036,imagenet100,umbrella
a man jumping with an umbrella outdoors,cc/validation/11031_200201036,imagenet100,umbrella
cute little girl with umbrella and rubber boots .,cc/validation/11031_200201036,imagenet100,umbrella
"man with a black umbrella , gold tooth and red turban plus blue shirt !",cc/validation/11031_200201036,imagenet100,umbrella
little girl playing in the rain under umbrella,cc/validation/11031_200201036,imagenet100,umbrella
"cute tiny cats flying in the sky with fishes , mice and umbrella",cc/validation/11031_200201036,imagenet100,umbrella
"cute little girl with umbrella , raincoat and rubber boots .",cc/validation/11031_200201036,imagenet100,umbrella
"happy bride and groom standing in the rain with an umbrella embracing , eyes closed against the backdrop of greenery",cc/validation/11031_200201036,imagenet100,umbrella
"a man holds his son , and an umbrella for shade , during a service forholiday .",cc/validation/11031_200201036,imagenet100,umbrella
pedestrian holding an umbrella under snow,cc/validation/11031_200201036,imagenet100,umbrella
a red umbrella with a white handle,cc/validation/11031_200201036,imagenet100,umbrella
friendly business man under an umbrella isolated over a white background,cc/validation/11031_200201036,imagenet100,umbrella
person opened umbrella on the white background .,cc/validation/11031_200201036,imagenet100,umbrella
hearts with wings under an umbrella in the rain .,cc/validation/11031_200201036,imagenet100,umbrella
woman with umbrella waiting for the bus,cc/validation/11031_200201036,imagenet100,umbrella
young girl from the tribe with umbrella on her head,cc/validation/11031_200201036,imagenet100,umbrella
industry with an umbrella covering on top of it .,cc/validation/11031_200201036,imagenet100,umbrella
"a classic businessman wearing a pinstriped suit with a briefcase , an umbrella and a bowler hat on his way",cc/validation/11031_200201036,imagenet100,umbrella
garment made from an umbrella,cc/validation/11031_200201036,imagenet100,umbrella
"humorous image of a lamb in a field , front feet on rock , sheltering under umbrella from the heavy rain",cc/validation/11031_200201036,imagenet100,umbrella
icon of the car under umbrella .,cc/validation/11031_200201036,imagenet100,umbrella
"silhouette of a man with an umbrella by his side , set against a stormy cloudy sky",cc/validation/11031_200201036,imagenet100,umbrella
"in am , enjoy sunny deck or use provided umbrella .",cc/validation/11031_200201036,imagenet100,umbrella
black male umbrella against background of a stormy sky with flying leaves,cc/validation/11031_200201036,imagenet100,umbrella
close up shot of a young beautiful woman dancing around with an umbrella in the city while listening to music,cc/validation/11031_200201036,imagenet100,umbrella
a girl with umbrella - hdr landscape,cc/validation/11031_200201036,imagenet100,umbrella
lounge chairs and umbrella at the beach,cc/validation/11031_200201036,imagenet100,umbrella
"a woman standing in a park , holding a red umbrella , rear view",cc/validation/11031_200201036,imagenet100,umbrella
couple in green with umbrella on a tropical beach,cc/validation/11031_200201036,imagenet100,umbrella
the cute girl with an orange stylish umbrella,cc/validation/11031_200201036,imagenet100,umbrella
an illustration of an umbrella shielding the rain,cc/validation/11031_200201036,imagenet100,umbrella
female friends with colorful umbrella and shopping bags walking along the city street with boutiques .,cc/validation/11031_200201036,imagenet100,umbrella
"with umbrella in hand , a man walks his bicycle in the rain .",cc/validation/11031_200201036,imagenet100,umbrella
a man finds it difficult to hold his umbrella outside station this morning as the capital is hit by rain,cc/validation/11031_200201036,imagenet100,umbrella
baby elephant with colorful umbrella in a rainy day .,cc/validation/11031_200201036,imagenet100,umbrella
a child hidden beneath a big umbrella walks past beach huts on a beach,cc/validation/11031_200201036,imagenet100,umbrella
wet weather : person was sheltered underneath an umbrella as it poured down with rain,cc/validation/11031_200201036,imagenet100,umbrella
cartoon girl with umbrella standing under the raindrops,cc/validation/11031_200201036,imagenet100,umbrella
you can stand under my umbrella : the singer later braved the rain to leave a trailer .,cc/validation/11031_200201036,imagenet100,umbrella
not phased : she continued through the storm and at point protected herself with a black umbrella,cc/validation/11031_200201036,imagenet100,umbrella
girl stands in garden with umbrella on a rainy day,cc/validation/11031_200201036,imagenet100,umbrella
family posing with an umbrella,cc/validation/11031_200201036,imagenet100,umbrella
woman with red umbrella walks away on a snowy trail during a winter day,cc/validation/11031_200201036,imagenet100,umbrella
happy family sitting in garden under a red umbrella,cc/validation/11031_200201036,imagenet100,umbrella
businessman hand holding an umbrella .,cc/validation/11031_200201036,imagenet100,umbrella
4k smiling young romantic couple with red umbrella spending time on the beach,cc/validation/11031_200201036,imagenet100,umbrella
fruit juice served in a piece of fruit -- with a jaunty umbrella .,cc/validation/11031_200201036,imagenet100,umbrella
girls share an umbrella as they make their way home from school in the rain,cc/validation/11031_200201036,imagenet100,umbrella
bad weather calls for a good umbrella,cc/validation/11031_200201036,imagenet100,umbrella
close - up view of a group of wild white umbrella mushrooms with a yellow spot in the middle,cc/validation/11031_200201036,imagenet100,umbrella
woman with umbrella in the rain,cc/validation/11031_200201036,imagenet100,umbrella
late night drinking as a couple passing in the rain under an umbrella,cc/validation/11031_200201036,imagenet100,umbrella
happy woman standing under an umbrella,cc/validation/11031_200201036,imagenet100,umbrella
rear view of a businessman standing with his hand in his pocket and holding an umbrella .,cc/validation/11031_200201036,imagenet100,umbrella
secure or protect the customer under umbrella stock illustration,cc/validation/11031_200201036,imagenet100,umbrella
happy girl walking in the rain with red umbrella isolated,cc/validation/11031_200201036,imagenet100,umbrella
cute bright male character with umbrella under the rain .,cc/validation/11031_200201036,imagenet100,umbrella
"what is this mysterious thing we 've agreed to , i realized , if not a shared umbrella ?",cc/validation/11031_200201036,imagenet100,umbrella
a woman with an umbrella tries to stay,cc/validation/11031_200201036,imagenet100,umbrella
a man with a white umbrella crossing a football pitch in the rain,cc/validation/11031_200201036,imagenet100,umbrella
umbrella and chair on the beach,cc/validation/11031_200201036,imagenet100,umbrella
young man with an umbrella under a snowfall using a smartphone .,cc/validation/11031_200201036,imagenet100,umbrella
the man with the umbrella,cc/validation/11031_200201036,imagenet100,umbrella
mum and baby hiking with an umbrella,cc/validation/11031_200201036,imagenet100,umbrella
3d digital render of a colorful beach umbrella isolated on white background,cc/validation/11031_200201036,imagenet100,umbrella
"sculpture with an umbrella , arboretum .",cc/validation/11031_200201036,imagenet100,umbrella
portrait of bride & person beneath an umbrella in the rain backlit with flash,cc/validation/11031_200201036,imagenet100,umbrella
garden lawn and recreation in the garden under the umbrella,cc/validation/11031_200201036,imagenet100,umbrella
vector illustration of a couple under umbrella on hearts shapes rainy background for holiday and other occasions .,cc/validation/11031_200201036,imagenet100,umbrella
cute little girl with umbrella in the rain,cc/validation/11031_200201036,imagenet100,umbrella
close up of an umbrella with raindrops on it,cc/validation/11031_200201036,imagenet100,umbrella
business man standing in rain with an umbrella,cc/validation/11031_200201036,imagenet100,umbrella
a tiger is seen in a cage as officials were moving live tigers .,cc/validation/1042_1554453484,imagenet100,tiger
illustration of a tiger in a beautiful nature,cc/validation/1042_1554453484,imagenet100,tiger
a tiger sitting in a zoo,cc/validation/1042_1554453484,imagenet100,tiger
a tourist poses with a tiger cub,cc/validation/1042_1554453484,imagenet100,tiger
illustration of a tiger above the chopped wood on a white background,cc/validation/1042_1554453484,imagenet100,tiger
"a boy disguised as a tiger , playing with his dog , a beagle",cc/validation/1042_1554453484,imagenet100,tiger
3d rendering of a white tiger isolated on white background,cc/validation/1042_1554453484,imagenet100,tiger
a green leaping tiger in the clear night sky ? the wonder of the northern lights .,cc/validation/1042_1554453484,imagenet100,tiger
a cartoon illustration of a tiger looking surprised,cc/validation/1042_1554453484,imagenet100,tiger
photo shows the white tiger and black bear mascots,cc/validation/1042_1554453484,imagenet100,tiger
pretty girl with face painting of a tiger,cc/validation/1042_1554453484,imagenet100,tiger
portrait of a beautiful tiger in the zoo,cc/validation/1042_1554453484,imagenet100,tiger
a tiger in the wild .,cc/validation/1042_1554453484,imagenet100,tiger
a realistic image of a tiger .,cc/validation/1042_1554453484,imagenet100,tiger
"a tiger lost her cubs and became depressed , so the workers at the zoo dressed piglets up to replace the babies she lost .",cc/validation/1042_1554453484,imagenet100,tiger
a tiger at the back of a signboard royalty free stock vectors,cc/validation/1042_1554453484,imagenet100,tiger
an image showing a female tiger at a zoo,cc/validation/1042_1554453484,imagenet100,tiger
a stuffed tiger on the hood of a car !,cc/validation/1042_1554453484,imagenet100,tiger
"the head and chest of a white bengal tiger in snowflakes , isolated on white background .",cc/validation/1042_1554453484,imagenet100,tiger
"funny animals of the week , baby white tiger and white lion sleeping",cc/validation/1042_1554453484,imagenet100,tiger
a royal bengal tiger ta zoo .,cc/validation/1042_1554453484,imagenet100,tiger
"the divers swam with a variety of sharks including a reef , lemon , nurse and tiger shark",cc/validation/1042_1554453484,imagenet100,tiger
street art of a tiger .,cc/validation/1042_1554453484,imagenet100,tiger
a tiger sitting by a waterfall,cc/validation/1042_1554453484,imagenet100,tiger
"single life : the cubs mother , a tiger called person , abandoned them after a couple of days",cc/validation/1042_1554453484,imagenet100,tiger
"the bengal tiger is an endangered species , and it is thought there are only 2,500 left in the world",cc/validation/1042_1554453484,imagenet100,tiger
illustration of a tiger reading a book seriously,cc/validation/1042_1554453484,imagenet100,tiger
a tiger getting up from the water,cc/validation/1042_1554453484,imagenet100,tiger
wild animal : character is pictured discovering the tiger in their hotel room in the film,cc/validation/1042_1554453484,imagenet100,tiger
"the majestic tiger , painted smooth lines , on a dark background",cc/validation/1042_1554453484,imagenet100,tiger
person the tiger in her hide,cc/validation/1042_1554453484,imagenet100,tiger
large tiger on the prowl in the stock photo,cc/validation/1042_1554453484,imagenet100,tiger
a tiger sits like a sphinx and enjoys the sunshine,cc/validation/1042_1554453484,imagenet100,tiger
young tiger on the prowl,cc/validation/1042_1554453484,imagenet100,tiger
vector sketch of a tiger 's face on seamless pattern,cc/validation/1042_1554453484,imagenet100,tiger
tired tiger sleeps on the rock,cc/validation/1042_1554453484,imagenet100,tiger
"she 's a tiger , she belong to me .",cc/validation/1042_1554453484,imagenet100,tiger
a tiger during feeding time,cc/validation/1042_1554453484,imagenet100,tiger
tattoos - eye of the tiger,cc/validation/1042_1554453484,imagenet100,tiger
person is a new tiger cub at the zoo .,cc/validation/1042_1554453484,imagenet100,tiger
deity sitting on the tiger .,cc/validation/1042_1554453484,imagenet100,tiger
actor looking at tiger in operating room in a scene from the film .,cc/validation/1042_1554453484,imagenet100,tiger
the big bengal tiger growls,cc/validation/1042_1554453484,imagenet100,tiger
"vector logo with the image of a tiger 's head in color and black and white versions , isolated on white background .",cc/validation/1042_1554453484,imagenet100,tiger
vector illustration of tiger on hollow log near the empty framed signboard,cc/validation/1042_1554453484,imagenet100,tiger
image of an animal of a big tiger at the zoo,cc/validation/1042_1554453484,imagenet100,tiger
illustration of a tiger performing,cc/validation/1042_1554453484,imagenet100,tiger
majestic tiger jumping out of the water,cc/validation/1042_1554453484,imagenet100,tiger
a tiger plays in the winter snow,cc/validation/1042_1554453484,imagenet100,tiger
photo : a tiger with a lazy eye .,cc/validation/1042_1554453484,imagenet100,tiger
person is considered the 1st tiger with disease .,cc/validation/1042_1554453484,imagenet100,tiger
illustration of a tiger beside a signboard,cc/validation/1042_1554453484,imagenet100,tiger
"example of supporting sentences the tiger can be easily recognized by its orange fur coat with dark , black stripes .",cc/validation/1042_1554453484,imagenet100,tiger
3d rendering of a leaping tiger,cc/validation/1042_1554453484,imagenet100,tiger
tiger cub playing with a ball,cc/validation/1042_1554453484,imagenet100,tiger
head of a tiger in tongues of flame .,cc/validation/1042_1554453484,imagenet100,tiger
visitors can see this tiger at other animals,cc/validation/1042_1554453484,imagenet100,tiger
"animal , portrait of a bengal tiger .",cc/validation/1042_1554453484,imagenet100,tiger
a tiger : one of the most beautiful animals on the planet !,cc/validation/1042_1554453484,imagenet100,tiger
standing up for himself : the tiger shows his rival who 's boss,cc/validation/1042_1554453484,imagenet100,tiger
a tiger striped mosquito hovering over a surface,cc/validation/1042_1554453484,imagenet100,tiger
color illustration of tiger in abstract colors melts on a white background vector,cc/validation/1042_1554453484,imagenet100,tiger
this tiger i belonging appears to have been immobilized by running over a mine .,cc/validation/1042_1554453484,imagenet100,tiger
little tiger with umbrella on the beach .,cc/validation/1042_1554453484,imagenet100,tiger
a young bengal tiger lying on the stone and calm looking around .,cc/validation/1042_1554453484,imagenet100,tiger
the head of a snarling tiger .,cc/validation/1042_1554453484,imagenet100,tiger
biggest tiger in the world ever - photo #,cc/validation/1042_1554453484,imagenet100,tiger
different moods of a young tiger,cc/validation/1042_1554453484,imagenet100,tiger
white tiger in the zoo,cc/validation/1042_1554453484,imagenet100,tiger
cartoon of the tiger on white background is insulated,cc/validation/1042_1554453484,imagenet100,tiger
a diver keeps a close watch on a tiger shark .,cc/validation/1042_1554453484,imagenet100,tiger
tiger in the snow ;),cc/validation/1042_1554453484,imagenet100,tiger
a realistic image of a tiger .,cc/validation/1042_1554453484,imagenet100,tiger
head of a tiger in flames -- stock photo #,cc/validation/1042_1554453484,imagenet100,tiger
video of tired little tiger cub lying on the floor,cc/validation/1042_1554453484,imagenet100,tiger
"the tiger shark that person photographed was likely interested in the photographer 's camera , and decided to investigate using the sensory organs in its mouth",cc/validation/1042_1554453484,imagenet100,tiger
"frightening look of a white bengal tiger , isolated on black background .",cc/validation/1042_1554453484,imagenet100,tiger
tiger in a tropical storm,cc/validation/1042_1554453484,imagenet100,tiger
an artist 's depiction of a tiger .,cc/validation/1042_1554453484,imagenet100,tiger
bengal tiger resting on a rock,cc/validation/1042_1554453484,imagenet100,tiger
a candle in the middle of coloured pulses,cc/validation/1927_2600908601,imagenet100,candle
a pair of hands holding a lit candle,cc/validation/1927_2600908601,imagenet100,candle
the man and set fire to the church puts the candle,cc/validation/1927_2600908601,imagenet100,candle
happy birthday big cake with candle on the plate,cc/validation/1927_2600908601,imagenet100,candle
birthday cake with burning candle as a number,cc/validation/1927_2600908601,imagenet100,candle
candle lighted up for each soul,cc/validation/1927_2600908601,imagenet100,candle
put some rhinestones or shells or rocks in the candle holder prior to gluing onto plate,cc/validation/1927_2600908601,imagenet100,candle
close up of a burning candle on a black background,cc/validation/1927_2600908601,imagenet100,candle
"white cylindrical candle on the black forged metal stand , isolated over white background",cc/validation/1927_2600908601,imagenet100,candle
a candle in the window of a cabin .,cc/validation/1927_2600908601,imagenet100,candle
"a candle being blown out in a monastery 's cell , with a cross on the old wall",cc/validation/1927_2600908601,imagenet100,candle
macro shot of a white candle burning with glowing light on dark background,cc/validation/1927_2600908601,imagenet100,candle
candle is just lit and the flame grows in size,cc/validation/1927_2600908601,imagenet100,candle
and bird cage with free bird and a candle inside of it .,cc/validation/1927_2600908601,imagenet100,candle
burning candle in the dark,cc/validation/1927_2600908601,imagenet100,candle
red burning candle on a dark background,cc/validation/1927_2600908601,imagenet100,candle
christmas candle against shone bulbs of a new year 's garland,cc/validation/1927_2600908601,imagenet100,candle
candle light in a glass jar .,cc/validation/1927_2600908601,imagenet100,candle
christmas candle in front of a christmas tree with sparkling lights and copy space,cc/validation/1927_2600908601,imagenet100,candle
senior man holding a candle during timer,cc/validation/1927_2600908601,imagenet100,candle
a night by tags : light portrait dark candle,cc/validation/1927_2600908601,imagenet100,candle
carved halloween pumpkin with a flickering candle inside on a black background,cc/validation/1927_2600908601,imagenet100,candle
slice of cake with a candle,cc/validation/1927_2600908601,imagenet100,candle
close up of a candle shaped light bulb in darkness,cc/validation/1927_2600908601,imagenet100,candle
recycle glass jars into candle holders and with a simple ribbon turn them into holiday decorations,cc/validation/1927_2600908601,imagenet100,candle
valentine 's day candle in the dark,cc/validation/1927_2600908601,imagenet100,candle
business the smell of this candle !,cc/validation/1927_2600908601,imagenet100,candle
a lit candle in a mason jar,cc/validation/1927_2600908601,imagenet100,candle
"valentine centerpiece - pretty , but you would really want to watch a burning candle with all those paper hearts !",cc/validation/1927_2600908601,imagenet100,candle
vector illustration of the candle and ball blue new year lights reflecting,cc/validation/1927_2600908601,imagenet100,candle
birthday cake with a candle on a green background vector,cc/validation/1927_2600908601,imagenet100,candle
light the candle with family ...,cc/validation/1927_2600908601,imagenet100,candle
candle with flickering flame shining into the darkness on excellent color background,cc/validation/1927_2600908601,imagenet100,candle
valentine 's day candle in the dark,cc/validation/1927_2600908601,imagenet100,candle
lit candle drawing lit candle on a holder,cc/validation/1927_2600908601,imagenet100,candle
flame coming from a red candle in front of a christmas tree,cc/validation/1927_2600908601,imagenet100,candle
reading a letter by candle light from 1800 's,cc/validation/1927_2600908601,imagenet100,candle
a pretty christmas tree and candle surrounded by tons of colorful presents 8mm film .,cc/validation/1927_2600908601,imagenet100,candle
hand holding candle in the dark,cc/validation/1927_2600908601,imagenet100,candle
inside the orthodox church candle burning people walk,cc/validation/1927_2600908601,imagenet100,candle
metal rocking horse with a burning candle in a small vintage greenhouse,cc/validation/1927_2600908601,imagenet100,candle
"image of a man 's hand with rings on his fingers , holding a candle",cc/validation/1927_2600908601,imagenet100,candle
valentine 's day candle in the dark,cc/validation/1927_2600908601,imagenet100,candle
candle on a red background for vector art illustration,cc/validation/1927_2600908601,imagenet100,candle
light of candle burning in the dark .,cc/validation/1927_2600908601,imagenet100,candle
christmas candle decorated with poinsettia .,cc/validation/1927_2600908601,imagenet100,candle
young caucasian man in dark room hold a candle in front his face and looking to camera,cc/validation/1927_2600908601,imagenet100,candle
"strength in numbers : students from the convent , dressed in a smart red and white uniform , held a candle - lit vigil for the injured nun",cc/validation/1927_2600908601,imagenet100,candle
be my candle when there are no lights except yours,cc/validation/1927_2600908601,imagenet100,candle
little boy blowing candle on birthday cake in the dark,cc/validation/1927_2600908601,imagenet100,candle
burning candle on a candlestick cracked,cc/validation/1927_2600908601,imagenet100,candle
candle burning in the shrine,cc/validation/1927_2600908601,imagenet100,candle
slow shutter speed of self with candle in the dark,cc/validation/1927_2600908601,imagenet100,candle
cake with a candle that burns in a linear style .,cc/validation/1927_2600908601,imagenet100,candle
a bollinger champagne bottle used as a candle holder,cc/validation/1927_2600908601,imagenet100,candle
"wine glass candle holder with attached flowers and ribbon , for the bridesmaids .",cc/validation/1927_2600908601,imagenet100,candle
a candle that is changing colors .,cc/validation/1927_2600908601,imagenet100,candle
"ink drawing of a birthday , candle on top .",cc/validation/1927_2600908601,imagenet100,candle
wooden table for lunch with a hot candle and cutlery,cc/validation/1927_2600908601,imagenet100,candle
astrological background with a candle,cc/validation/1927_2600908601,imagenet100,candle
slice of chocolate cake with a single lit candle,cc/validation/1927_2600908601,imagenet100,candle
macro shot of a match lighting a white candle,cc/validation/1927_2600908601,imagenet100,candle
protective hands around a burning candle,cc/validation/1927_2600908601,imagenet100,candle
lighting a candle in honor of person,cc/validation/1927_2600908601,imagenet100,candle
video footage of a candle light and a sculpture of italian renaissance artwork on the background,cc/validation/1927_2600908601,imagenet100,candle
girl holding a candle in a church,cc/validation/1927_2600908601,imagenet100,candle
the table is set up with foods and filled with candles and roses similar to that of a candle light dinner,cc/validation/1927_2600908601,imagenet100,candle
"how it happened : as she proceeded towards the alter , the train of her dress swooped over a candle .",cc/validation/1927_2600908601,imagenet100,candle
candle light on blurred old wooden background at the night .,cc/validation/1927_2600908601,imagenet100,candle
"a burgundy , grey and candelabra arrangement sitting in the central candle holder .",cc/validation/1927_2600908601,imagenet100,candle
candle inside a mirrored box .,cc/validation/1927_2600908601,imagenet100,candle
lighting a candle without touching it in invention,cc/validation/1927_2600908601,imagenet100,candle
suddenly dying away flame of a candle,cc/validation/1927_2600908601,imagenet100,candle
burning candle on a christmas table,cc/validation/1927_2600908601,imagenet100,candle
"close up of a window , decoration christmas , candle and snow outside",cc/validation/1927_2600908601,imagenet100,candle
colourful glass candle holders hanging on a wooden boat at festival,cc/validation/1927_2600908601,imagenet100,candle
birthday cake with burning candle in the shape of the number on the grass next to a happy family,cc/validation/1927_2600908601,imagenet100,candle
"a collection of buttons , and a great picture of the candle .",cc/validation/1927_2600908601,imagenet100,candle
small green cake with a single candle,cc/validation/1927_2600908601,imagenet100,candle
"the candle lit the old lamp , on a black background , next are vintage spoons",cc/validation/1927_2600908601,imagenet100,candle

