caption,path,dataset,target
young cheerful people sitting around the table and eating pizza on the rooftop terrace,cc/validation/7701_1993401887,imagenet512,pizza
a pizza topped with slices of tomatoes .,cc/validation/7701_1993401887,imagenet512,pizza
she took the last slice of pizza so i took animal,cc/validation/7701_1993401887,imagenet512,pizza
have a pizza my heart !,cc/validation/7701_1993401887,imagenet512,pizza
"so i 'm ordering pizza , what do you want ? i 'll just eat the lunch i brought in with me .",cc/validation/7701_1993401887,imagenet512,pizza
"half cheese , half olive - topped pizza .",cc/validation/7701_1993401887,imagenet512,pizza
half of a pizza on white royalty - free,cc/validation/7701_1993401887,imagenet512,pizza
person baked ingredient and mushroom pizza against a red and white checked tablecloth,cc/validation/7701_1993401887,imagenet512,pizza
vector illustration of the pizza with text,cc/validation/7701_1993401887,imagenet512,pizza
a girl is eating pizza and talking on the phone,cc/validation/7701_1993401887,imagenet512,pizza
a slice of the pizza,cc/validation/7701_1993401887,imagenet512,pizza
young man at the restaurant eating pizza,cc/validation/7701_1993401887,imagenet512,pizza
"think about it you me sweats pizza think about it , plan on sending this to my boyfriend via text , good date night , simple , cute",cc/validation/7701_1993401887,imagenet512,pizza
"half cheese , half olive - topped pizza .",cc/validation/7701_1993401887,imagenet512,pizza
cartoon character giving an okay or perfect sign and holding a plate of pizza,cc/validation/7701_1993401887,imagenet512,pizza
hand holding smartphone with pizza on the screen .,cc/validation/7701_1993401887,imagenet512,pizza
vector an illustration with the image of the drone with a camera and pizza,cc/validation/7701_1993401887,imagenet512,pizza
female hands taking a slice of pizza from the box on the kitchen table,cc/validation/7701_1993401887,imagenet512,pizza
friends eating pizza on the streets,cc/validation/7701_1993401887,imagenet512,pizza
cute little girl with long hair cheerful expression in front of a pizza,cc/validation/7701_1993401887,imagenet512,pizza
cauliflower crust pizza - eat the entire pizza for calories .,cc/validation/7701_1993401887,imagenet512,pizza
worker at pizza holds a pizza just taken from the oven,cc/validation/7701_1993401887,imagenet512,pizza
a slice of pizza with different ingredients .,cc/validation/7701_1993401887,imagenet512,pizza
"chef or bakers posing in front of the bread , pizza and tart in commercial kitchen",cc/validation/7701_1993401887,imagenet512,pizza
happy girl eating pizza in the restaurant and smiling to the camera,cc/validation/7701_1993401887,imagenet512,pizza
sliced pizza in a window display,cc/validation/7701_1993401887,imagenet512,pizza
"make it a pizza night with this pizza , or just use the thin gluten free crust recipe and make your own !",cc/validation/7701_1993401887,imagenet512,pizza
sliced pizza served on a round wooden plate .,cc/validation/7701_1993401887,imagenet512,pizza
slow motion close - up of steaming pepperoni pizza cooked in restaurant in a commercial industrial stone oven,cc/validation/7701_1993401887,imagenet512,pizza
vegetarian pizza in the opened cardboard box .,cc/validation/7701_1993401887,imagenet512,pizza
"ovens can be used to cook pizza , bread , meat and more : learn to make your own with person",cc/validation/7701_1993401887,imagenet512,pizza
pizza is arguably the most popular dish .,cc/validation/7701_1993401887,imagenet512,pizza
a process of preparing pizza by a chef,cc/validation/7701_1993401887,imagenet512,pizza
astronaut making pizza just prior to his trip,cc/validation/7701_1993401887,imagenet512,pizza
"from reheating pizza the right way to pizza grilled cheese and even croutons , here are ways to hack a pizza .",cc/validation/7701_1993401887,imagenet512,pizza
cooking pizza into a wood over with flame,cc/validation/7701_1993401887,imagenet512,pizza
really close shot of food in the form of a steaming hot pizza on a restaurant table,cc/validation/7701_1993401887,imagenet512,pizza
pizza on a brown wooden background,cc/validation/7701_1993401887,imagenet512,pizza
image of a friends sitting in house with pizza and watching tv .,cc/validation/7701_1993401887,imagenet512,pizza
a young boy in a straw hat is shown eating a piece of pizza .,cc/validation/7701_1993401887,imagenet512,pizza
deep - pan pizza with a slice missing,cc/validation/7701_1993401887,imagenet512,pizza
overhead view of a romantic heart shaped pizza topped with a vegetarian topping of golden melted cheese,cc/validation/7701_1993401887,imagenet512,pizza
gluten free pizza out of the oven,cc/validation/7701_1993401887,imagenet512,pizza
sliced pizza served on a round plate .,cc/validation/7701_1993401887,imagenet512,pizza
happy chef sprinkling cheese on a pizza,cc/validation/7701_1993401887,imagenet512,pizza
this pizza only has pepperoni covering the side which shows through the plastic window,cc/validation/7701_1993401887,imagenet512,pizza
the pizza in the location,cc/validation/7701_1993401887,imagenet512,pizza
fresh baked pizza in a restaurant,cc/validation/7701_1993401887,imagenet512,pizza
nothing sayslove like a heart - shaped pizza .,cc/validation/7701_1993401887,imagenet512,pizza
young girl in a chef hat smiling and holding a pizza,cc/validation/7701_1993401887,imagenet512,pizza
a dry mix that kicks pizza up a notch .,cc/validation/7701_1993401887,imagenet512,pizza
a slice of pizza drawn .,cc/validation/7701_1993401887,imagenet512,pizza
slice of pizza on a white background,cc/validation/7701_1993401887,imagenet512,pizza
hand taking slice of pizza from the table .,cc/validation/7701_1993401887,imagenet512,pizza
interest gets cooked pizza from the pan,cc/validation/7701_1993401887,imagenet512,pizza
pizzeria horizontal banners set with meal in a cafe and pizza making flat isolated vector illustration vector,cc/validation/7701_1993401887,imagenet512,pizza
how to get your family to eat healthy ? serve them quinoa disguised as pizza .,cc/validation/7701_1993401887,imagenet512,pizza
person of person pulling a pizza from our wood fired oven,cc/validation/7701_1993401887,imagenet512,pizza
child girl eating a pizza by person while sitting on a cozy cafe table,cc/validation/7701_1993401887,imagenet512,pizza
"half cheese , half olive - topped pizza .",cc/validation/7701_1993401887,imagenet512,pizza
young man and woman sitting on the couch together and eating pizza : girlfriend feeding her boyfriend with slice of pizza and smiling,cc/validation/7701_1993401887,imagenet512,pizza
a typical woman would have to do a hour and a half of weightlifting to burn off the calories in pizza,cc/validation/7701_1993401887,imagenet512,pizza
"chef with a pizza in hand , vector",cc/validation/7701_1993401887,imagenet512,pizza
pizza from our features menu this week !,cc/validation/7701_1993401887,imagenet512,pizza
close up shot of a black baking sheet with dough and a person who is putting on different kinds of ingredients for pizza,cc/validation/7701_1993401887,imagenet512,pizza
a cook is taking a piece of pizza and putting it into a cardboard box,cc/validation/7701_1993401887,imagenet512,pizza
the hat that inspired the creation of pizza .,cc/validation/7701_1993401887,imagenet512,pizza
woman 's hand taking slice of ham and tomato pizza from a white plate,cc/validation/7701_1993401887,imagenet512,pizza
head chef showing another how to make pizza in a commercial kitchen,cc/validation/7701_1993401887,imagenet512,pizza
soccer fans with pizza watching game in the room,cc/validation/7701_1993401887,imagenet512,pizza
a man with a piece of pizza as he looks at the camera,cc/validation/7701_1993401887,imagenet512,pizza
"a woman sits alone on a deserted beach in bad weather , looks at the sea and eats pizza",cc/validation/7701_1993401887,imagenet512,pizza
pizza topped with pepperoni & cheese with a slice out,cc/validation/7701_1993401887,imagenet512,pizza
a slice of the pizza,cc/validation/7701_1993401887,imagenet512,pizza
learn how to make classic pizza dough at home that everyone will love .,cc/validation/7701_1993401887,imagenet512,pizza
its pizza time at the club,cc/validation/7701_1993401887,imagenet512,pizza
pizza in the opened cardboard box .,cc/validation/7701_1993401887,imagenet512,pizza
sliced pizza in a window display,cc/validation/7701_1993401887,imagenet512,pizza
the dough takes to make and each pizza is hand - stretched before topping the finest italian and the freshest ingredients .,cc/validation/7701_1993401887,imagenet512,pizza
via - authenticstyle pizza on the east side !,cc/validation/7701_1993401887,imagenet512,pizza
ingredients for pizza on a vintage wooden desk .,cc/validation/7701_1993401887,imagenet512,pizza
kitchen : these guys know how to maker great wood - fired pizza .,cc/validation/7701_1993401887,imagenet512,pizza
now bring the signature fresh - bread flavor and chewy texture of authentic pizzeria - style pizza to your kitchen ... in easy steps .,cc/validation/7701_1993401887,imagenet512,pizza
illustration of a young boy eating pizza on a white background,cc/validation/7701_1993401887,imagenet512,pizza
pizza with mozzarella cheese on a wooden table,cc/validation/7701_1993401887,imagenet512,pizza
person preparing the dough for our pizza .,cc/validation/7701_1993401887,imagenet512,pizza
a small child 's hand reaches for a pizza,cc/validation/7701_1993401887,imagenet512,pizza
person : enjoy some pizza while bowling .,cc/validation/7701_1993401887,imagenet512,pizza
"pizza with mushrooms , tomato and olives in a box .",cc/validation/7701_1993401887,imagenet512,pizza
a slice of pizza is seen .,cc/validation/7701_1993401887,imagenet512,pizza
little child girl eating chewing a piece of pizza with stretching cheese,cc/validation/7701_1993401887,imagenet512,pizza
the man rolls pizza dough using a spiked roller at table,cc/validation/7701_1993401887,imagenet512,pizza
person burning pizza oven for the home,cc/validation/7701_1993401887,imagenet512,pizza
i am the kinda girl who would love to just order pizza and watch movies for a date .,cc/validation/7701_1993401887,imagenet512,pizza
"boy having a birthday party -- he and his friends are sitting at a table , eating pizza and cheering as he starts to blow out the candle on his cupcake",cc/validation/7701_1993401887,imagenet512,pizza
try the pepperoni pizza at fire and person .,cc/validation/7701_1993401887,imagenet512,pizza
"stylish teen girls with a longboard eating pizza outside , red metal wall urban background .",cc/validation/7701_1993401887,imagenet512,pizza
a pizza with tomatoes and mushrooms on a wooden background .,cc/validation/7701_1993401887,imagenet512,pizza
old man eating pizza on the table royalty free stock illustrations,cc/validation/7701_1993401887,imagenet512,pizza
couple talking and eating pizza in cafe in the city,cc/validation/7701_1993401887,imagenet512,pizza
pizza : more of the dining room,cc/validation/7701_1993401887,imagenet512,pizza
summertime = freshly - fired pizza from the wood - burning oven,cc/validation/7701_1993401887,imagenet512,pizza
"pizza , cut into quarters , each with a different topping",cc/validation/7701_1993401887,imagenet512,pizza
"pizza , fresh from the oven",cc/validation/7701_1993401887,imagenet512,pizza
pizza and wine on a rooftop in pizza dough by person,cc/validation/7701_1993401887,imagenet512,pizza
pizza is arguably the most popular dish .,cc/validation/7701_1993401887,imagenet512,pizza
young beautiful woman cook put sauce on pizza dough in the kitchen at home,cc/validation/7701_1993401887,imagenet512,pizza
order a pizza via the internet .,cc/validation/7701_1993401887,imagenet512,pizza
ingredients for pizza on a vintage wooden desk .,cc/validation/7701_1993401887,imagenet512,pizza
friends eating pizza on the streets,cc/validation/7701_1993401887,imagenet512,pizza
next just pull the slice you want off the rest of the pizza and it 'll come off easy with a little cheese still attached .,cc/validation/7701_1993401887,imagenet512,pizza
"residents share pizza , made with ingredients from tv genre",cc/validation/7701_1993401887,imagenet512,pizza
hand holding smartphone with pizza on the screen .,cc/validation/7701_1993401887,imagenet512,pizza
have a pizza my heart !,cc/validation/7701_1993401887,imagenet512,pizza
i relaxed with some pizza after the tasting and listening to the jazz band play a few song in the shade .,cc/validation/7701_1993401887,imagenet512,pizza
having a lazy day today even tho its a school day in bed watching a movie with pizza and popcorn anyone wan na join ?,cc/validation/7701_1993401887,imagenet512,pizza
funny dog in chef 's hat with an open box of pizza .,cc/validation/7701_1993401887,imagenet512,pizza
"stylish teen girls with a longboard eating pizza outside , red metal wall urban background .",cc/validation/7701_1993401887,imagenet512,pizza
a pic from back in the day when training took nights and had less pizza .,cc/validation/7701_1993401887,imagenet512,pizza
man eating pizza having a takeaway at home relaxing resting,cc/validation/7701_1993401887,imagenet512,pizza
young couple eating pizza late night in front of the refrigerator,cc/validation/7701_1993401887,imagenet512,pizza
boxes a pizza for a take - out order friday,cc/validation/7701_1993401887,imagenet512,pizza
pizza from the top - spicy pizza,cc/validation/7701_1993401887,imagenet512,pizza
gluten free pizza out of the oven,cc/validation/7701_1993401887,imagenet512,pizza
get free pizza and beer today at a pop - up,cc/validation/7701_1993401887,imagenet512,pizza
make a homemade pizza for your hardworking dad !,cc/validation/7701_1993401887,imagenet512,pizza
waiter at a restaurant serving pizza,cc/validation/7701_1993401887,imagenet512,pizza
person fired pizza oven for the home kitchen,cc/validation/7701_1993401887,imagenet512,pizza
ingredients for pizza on a vintage wooden desk .,cc/validation/7701_1993401887,imagenet512,pizza
young man at the restaurant eating pizza,cc/validation/7701_1993401887,imagenet512,pizza
twisting pizza on a wooden background,cc/validation/7701_1993401887,imagenet512,pizza
"group of young people eating pizza and drinking cider in the modern interior , view from above",cc/validation/7701_1993401887,imagenet512,pizza
the fruits off mobile pizza oven,cc/validation/7701_1993401887,imagenet512,pizza
whole pepperoni pizza on a white background,cc/validation/7701_1993401887,imagenet512,pizza
slice of pizza with a missing bite,cc/validation/7701_1993401887,imagenet512,pizza
pizza fresh out of the oven,cc/validation/7701_1993401887,imagenet512,pizza
a night with just the middle kids ... pizza & fireworks !,cc/validation/7701_1993401887,imagenet512,pizza
pieces of pizza on a white background .,cc/validation/7701_1993401887,imagenet512,pizza
ingredients for pizza on the wooden background,cc/validation/7701_1993401887,imagenet512,pizza
pizza in the opened cardboard box .,cc/validation/7701_1993401887,imagenet512,pizza
happy business team in a meeting with pizza,cc/validation/7701_1993401887,imagenet512,pizza
friends eating pizza at the forest,cc/validation/7701_1993401887,imagenet512,pizza
what 's the average price of pizza in your city ?,cc/validation/7701_1993401887,imagenet512,pizza
closing cardboard box with a large pizza,cc/validation/7701_1993401887,imagenet512,pizza
waiter at a restaurant serving pizza royalty - free,cc/validation/7701_1993401887,imagenet512,pizza
pieces of pizza on a white background .,cc/validation/7701_1993401887,imagenet512,pizza
amount of cheese you can cut with his jaw : a whole white pizza 's worth .,cc/validation/7701_1993401887,imagenet512,pizza
artisan pizza of the day .,cc/validation/7701_1993401887,imagenet512,pizza
a pizza is prepared for a take out customer .,cc/validation/7701_1993401887,imagenet512,pizza
time lapse of home made vegetarian pizza with fresh ingredients being placed on the crust,cc/validation/7701_1993401887,imagenet512,pizza
people eating pizza in the street,cc/validation/7701_1993401887,imagenet512,pizza
hand taking slice of pizza from the table .,cc/validation/7701_1993401887,imagenet512,pizza
empty baking tray for pizza on wooden desk of free space and summer time .,cc/validation/7701_1993401887,imagenet512,pizza
"in this photo , person takes out a pizza from the wood - fired oven .",cc/validation/7701_1993401887,imagenet512,pizza
group of cheerful young people eating pizza in the room and having fun,cc/validation/7701_1993401887,imagenet512,pizza
girl puts a pizza in a bowl 4k,cc/validation/7701_1993401887,imagenet512,pizza
fresh pizza on a wooden cutting board,cc/validation/7701_1993401887,imagenet512,pizza
"view from the oven of little girls opening the door and their father putting pizza inside for baking , they talking and embracing",cc/validation/7701_1993401887,imagenet512,pizza
business team eating pizza in office sitting around the table,cc/validation/7701_1993401887,imagenet512,pizza
the study shows that the younger generation is rejecting classics like the full breakfast in favour of international cuisines like pizza and curry,cc/validation/7701_1993401887,imagenet512,pizza
pizza makes for easy eating while you check out the games .,cc/validation/7701_1993401887,imagenet512,pizza
close - up of a special knife cuts the hot pizza with black olives,cc/validation/7701_1993401887,imagenet512,pizza
i was pumped about the pizza !,cc/validation/7701_1993401887,imagenet512,pizza
raw ready for cooking mini pizza on a tray in bakery,cc/validation/7701_1993401887,imagenet512,pizza
seamless vector pattern with pizza on the white background .,cc/validation/7701_1993401887,imagenet512,pizza
pizza over people any day,cc/validation/7701_1993401887,imagenet512,pizza
pizza dough rolled into a baking sheet .,cc/validation/7701_1993401887,imagenet512,pizza
"pizza in close - up , straight from the oven .",cc/validation/7701_1993401887,imagenet512,pizza
beer adds just a hint of fragrance and flavor to this quick pizza dough .,cc/validation/7701_1993401887,imagenet512,pizza
fresh from the pizza oven,cc/validation/7701_1993401887,imagenet512,pizza
young cheerful people sitting around the table and eating pizza on the rooftop terrace,cc/validation/7701_1993401887,imagenet512,pizza
a female hand sprinkles a pizza with grated cheese close - up .,cc/validation/7701_1993401887,imagenet512,pizza
pizza on the board on a black background royalty free stock illustrations,cc/validation/7701_1993401887,imagenet512,pizza
person preparing the dough for our pizza .,cc/validation/7701_1993401887,imagenet512,pizza
"if you want pizza , ring the bell",cc/validation/7701_1993401887,imagenet512,pizza
pizza with pepperoni and ham on a white,cc/validation/7701_1993401887,imagenet512,pizza
"from pizza to tacos and from soup to skewers , here are recipes where pork is the star !",cc/validation/7701_1993401887,imagenet512,pizza
"i 'd like to think this mixes rugby and pizza which is hard to do , unless it 's after the game",cc/validation/7701_1993401887,imagenet512,pizza
cute little girl with long hair cheerful expression in front of a pizza,cc/validation/7701_1993401887,imagenet512,pizza
"low angle view video of rotating pizza with cheese , tomatoes and olives on the red tablecloth",cc/validation/7701_1993401887,imagenet512,pizza
chef gets a third pizza from the oven and places it on the table to wooden board,cc/validation/7701_1993401887,imagenet512,pizza
close up of hands of little child taking a piece of pizza .,cc/validation/7701_1993401887,imagenet512,pizza
"eat up : the pizza is not burnt , though some say it has a slightly smoky taste",cc/validation/7701_1993401887,imagenet512,pizza
"pizza rotates in the oven , close up view",cc/validation/7701_1993401887,imagenet512,pizza
hands taking pieces of pizza from a cardboard box,cc/validation/7701_1993401887,imagenet512,pizza
"front view video of rotating pizza with cheese , tomatoes and olives on the red tablecloth",cc/validation/7701_1993401887,imagenet512,pizza
every pizza sold to customers at franchise is made by hand .,cc/validation/7701_1993401887,imagenet512,pizza
a night with just the middle kids ... pizza & fireworks !,cc/validation/7701_1993401887,imagenet512,pizza
illustration of pizza with a set of ingredients .,cc/validation/7701_1993401887,imagenet512,pizza
fast food restaurant launched a bacon - wrapped pizza in february .,cc/validation/7701_1993401887,imagenet512,pizza
friends eating pizza on the streets,cc/validation/7701_1993401887,imagenet512,pizza
handsome man sitting at the table and eating pizza over gray background,cc/validation/7701_1993401887,imagenet512,pizza
"delicious looking pizza on a plate , decorated with black olives .",cc/validation/7701_1993401887,imagenet512,pizza
a vector illustration of happy chef holding a plate of pizza,cc/validation/7701_1993401887,imagenet512,pizza
half pizza in a box royalty - free,cc/validation/7701_1993401887,imagenet512,pizza
girl is eating pizza at a cafe,cc/validation/7701_1993401887,imagenet512,pizza
pieces of pizza on a white background .,cc/validation/7701_1993401887,imagenet512,pizza
celebrity gives out pizza to the audience,cc/validation/7701_1993401887,imagenet512,pizza
in a relationship with pizza,cc/validation/7701_1993401887,imagenet512,pizza
hands opening the cardboard box of pizza,cc/validation/7701_1993401887,imagenet512,pizza
pizza fresh from the oven and being prepared for diner,cc/validation/7701_1993401887,imagenet512,pizza
"just a few doodles , friend moving into a new home , and a big nerd having birthday celebrations with much pizza .",cc/validation/7701_1993401887,imagenet512,pizza
"pizza in close - up , straight from the oven .",cc/validation/7701_1993401887,imagenet512,pizza
"chef makes pizza , pours cheese on tomato sauce .",cc/validation/7701_1993401887,imagenet512,pizza
meme madness : huge yellow gown drew similarities with a pizza and an omelette on social media,cc/validation/7701_1993401887,imagenet512,pizza
the fruits off mobile pizza oven,cc/validation/7701_1993401887,imagenet512,pizza
"in this spring take on the dish , we 're celebrating the classic flavors of the original by topping our pizza with seasoned , lemon - dressed ricotta , red onion and earthy asparagus .",cc/validation/7701_1993401887,imagenet512,pizza
man eating pizza having a takeaway at home relaxing resting,cc/validation/7701_1993401887,imagenet512,pizza
"pilipino traditional cuisine , pizza and pasta on the table",cc/validation/7701_1993401887,imagenet512,pizza
a very close view of a microwaved pepperoni pizza,cc/validation/7701_1993401887,imagenet512,pizza
abstract background of pizza and ribbon in a flat style vector art illustration,cc/validation/7701_1993401887,imagenet512,pizza
close - up of a sliced pizza,cc/validation/7701_1993401887,imagenet512,pizza
"today one of my classes was cancelled , i got free pizza , and it also happens to be my birthday .",cc/validation/7701_1993401887,imagenet512,pizza
amount of cheese you can cut with his jaw : a whole white pizza 's worth .,cc/validation/7701_1993401887,imagenet512,pizza
scattering some cheese over the pizza in slow motion,cc/validation/7701_1993401887,imagenet512,pizza
a pizza is in front of a wood - fired oven from which it came,cc/validation/7701_1993401887,imagenet512,pizza
file photo of a pizza .,cc/validation/7701_1993401887,imagenet512,pizza
pizza on the cutting board,cc/validation/7701_1993401887,imagenet512,pizza
close up pizza on an old wooden desk,cc/validation/7701_1993401887,imagenet512,pizza
holiday with a heart - shaped pizza on the board,cc/validation/7701_1993401887,imagenet512,pizza
how to make pizza on the grill !,cc/validation/7701_1993401887,imagenet512,pizza
"ovens can be used to cook pizza , bread , meat and more : learn to make your own with person",cc/validation/7701_1993401887,imagenet512,pizza
what 's a tribute to gastronomy without a wood - fired pizza oven ? pair this with wine style and you 're all set .,cc/validation/7701_1993401887,imagenet512,pizza
pizza topped with pepperoni & cheese with a slice out,cc/validation/7701_1993401887,imagenet512,pizza
pizza dough being pierced with a fork and brushed with olive oil,cc/validation/7701_1993401887,imagenet512,pizza
beef with a taste of a pizza,cc/validation/7701_1993401887,imagenet512,pizza
female chef preparing a pizza .,cc/validation/7701_1993401887,imagenet512,pizza
"pizza on board , cheese and leafs on the table",cc/validation/7701_1993401887,imagenet512,pizza
just like pizza on toast !,cc/validation/7701_1993401887,imagenet512,pizza
man eating pizza having a takeaway at home relaxing resting,cc/validation/7701_1993401887,imagenet512,pizza
a pieces of pizza is on the wooden board,cc/validation/7701_1993401887,imagenet512,pizza
"person is stringing together a pizza of different cheeses , all for holiday next week .",cc/validation/7701_1993401887,imagenet512,pizza
heart shaped pizza for holiday with a slice missing,cc/validation/7701_1993401887,imagenet512,pizza
a family of four eating a pizza together in a cafe,cc/validation/7701_1993401887,imagenet512,pizza
a pizza topped with slices of tomatoes .,cc/validation/7701_1993401887,imagenet512,pizza
"pizza on board , cheese and leafs on the table",cc/validation/7701_1993401887,imagenet512,pizza
i asked for a slice of pepperoni pizza .,cc/validation/7701_1993401887,imagenet512,pizza
white pizza ... a must have while visiting pa ... i get a tray every time i go visit my mom !,cc/validation/7701_1993401887,imagenet512,pizza
a typical woman would have to do a hour and a half of weightlifting to burn off the calories in pizza,cc/validation/7701_1993401887,imagenet512,pizza
friends eating pizza on the streets,cc/validation/7701_1993401887,imagenet512,pizza
cheese on a freshly prepared pizza on wooden board,cc/validation/7701_1993401887,imagenet512,pizza
turn pizza night into an event the whole family can enjoy with recipe for simple homemade dough .,cc/validation/7701_1993401887,imagenet512,pizza
"pizza is baked in the oven , cooking pizza .",cc/validation/7701_1993401887,imagenet512,pizza
waitress serving a slice of all dressed pizza,cc/validation/7701_1993401887,imagenet512,pizza
close - up of the ingredient inside the pizza,cc/validation/7701_1993401887,imagenet512,pizza
person pulls a pepperoni pizza from an oven .,cc/validation/7701_1993401887,imagenet512,pizza
a smiling man holding a slice of pizza in his hand,cc/validation/7701_1993401887,imagenet512,pizza
pizza stuffed pretzels from oven .,cc/validation/7701_1993401887,imagenet512,pizza
abstract background of pizza and ribbon in a flat style vector art illustration,cc/validation/7701_1993401887,imagenet512,pizza
a man having a bite of pizza,cc/validation/7701_1993401887,imagenet512,pizza
vector illustration of a round pizza .,cc/validation/7701_1993401887,imagenet512,pizza
no pain no pizza - made from recycled material,cc/validation/7701_1993401887,imagenet512,pizza
cheerful friends at a party eating pizza,cc/validation/7701_1993401887,imagenet512,pizza
all the fun of pizza rolled up in a bun .,cc/validation/7701_1993401887,imagenet512,pizza
"we already know kids like pizza , however they will fall in love with this awesome version .",cc/validation/7701_1993401887,imagenet512,pizza
cooked pizza with a glass of beer,cc/validation/7701_1993401887,imagenet512,pizza
teenage girl eating a slice of pizza,cc/validation/7701_1993401887,imagenet512,pizza
adding pineapple to a the pizza,cc/validation/7701_1993401887,imagenet512,pizza
eating pizza at a party on the roof,cc/validation/7701_1993401887,imagenet512,pizza
"person is stringing together a pizza of different cheeses , all for holiday next week .",cc/validation/7701_1993401887,imagenet512,pizza
i burned my mouth on my pizza and i feel this is a strong metaphor showing me that the ones we love can hurt us the most .,cc/validation/7701_1993401887,imagenet512,pizza
"fragrant herbs and cheese favor this wonderful bread , made easy by using prepared pizza dough .",cc/validation/7701_1993401887,imagenet512,pizza
seamless pattern with the ingredients for pizza .,cc/validation/7701_1993401887,imagenet512,pizza
waiter at a restaurant serving pizza royalty - free,cc/validation/7701_1993401887,imagenet512,pizza
large pizza on a wooden table .,cc/validation/7701_1993401887,imagenet512,pizza
pizza is a great dish for meal prepping .,cc/validation/7701_1993401887,imagenet512,pizza
kids having fun eating pizza in a cafe,cc/validation/7701_1993401887,imagenet512,pizza
baked pizza are drawn from the oven,cc/validation/7701_1993401887,imagenet512,pizza
the pieces of pizza on a gray background .,cc/validation/7701_1993401887,imagenet512,pizza
