caption,path,dataset,target
television show host attends the launch event,cc/validation/2323_2784665303,imagenet30,television
television show host attends the world premiere .,cc/validation/2323_2784665303,imagenet30,television
portrait of actor she portrays tv character on the television soap opera love,cc/validation/2323_2784665303,imagenet30,television
"festive fashion : with western christian holiday just around the corner , television show host certainly sparkles for the festive season on the magazine 's december issue",cc/validation/2323_2784665303,imagenet30,television
animated tv program from the animated television series .,cc/validation/2323_2784665303,imagenet30,television
young siblings sitting close together on the couch and watching television,cc/validation/2323_2784665303,imagenet30,television
a young girl sitting in a chair watching television,cc/validation/2323_2784665303,imagenet30,television
"a full moon rises saturday behind the helicopter from the original television show , which people can ride",cc/validation/2323_2784665303,imagenet30,television
scriptwriter and television show host arrive ahead,cc/validation/2323_2784665303,imagenet30,television
day of the golf tournament held featuring : television show host,cc/validation/2323_2784665303,imagenet30,television
portrait of actor who played the role of tv character for the television series,cc/validation/2323_2784665303,imagenet30,television
television show host arrives ahead,cc/validation/2323_2784665303,imagenet30,television
television show host poses at a launch event .,cc/validation/2323_2784665303,imagenet30,television
front of old television on a white background,cc/validation/2323_2784665303,imagenet30,television
simple hand drawn doodle of a television,cc/validation/2323_2784665303,imagenet30,television
"artist is an actress , musician and model , who portrayed the character of fictional character on the television series .",cc/validation/2323_2784665303,imagenet30,television
person attends the season premiere hosted by television broadcasting business and the cinema society,cc/validation/2323_2784665303,imagenet30,television
person wearing the baseball cap and the coat is playing interest .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player poses for a portrait on photo day,cc/validation/2958_2482131054,imagenet30,baseball
baseball shortstop of the bats during a game against sports team,cc/validation/2958_2482131054,imagenet30,baseball
baseball player bats against sports team,cc/validation/2958_2482131054,imagenet30,baseball
baseball player took the mound against sports team during game,cc/validation/2958_2482131054,imagenet30,baseball
cap logo - the alternate logo ... they are the club ... lately players such as athlete and baseball player played here .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player poses for a portrait on photo day,cc/validation/2958_2482131054,imagenet30,baseball
a young fan yells to a baseball player for a ball,cc/validation/2958_2482131054,imagenet30,baseball
baseball relief pitcher delivers against sports team,cc/validation/2958_2482131054,imagenet30,baseball
a cartoon illustration of a hamster playing baseball .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player delivers a pitch during the first inning of thursday 's game against sports team .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player might be the friendliest guy in baseball .,cc/validation/2958_2482131054,imagenet30,baseball
entrepreneur throws the first pitch at baseball game,cc/validation/2958_2482131054,imagenet30,baseball
"baseball player , who is now batting coach for sports team , turned 50 .",cc/validation/2958_2482131054,imagenet30,baseball
baseball player warms up before batting during a game,cc/validation/2958_2482131054,imagenet30,baseball
baseball player hits a solo home run against sports team during the seventh inning .,cc/validation/2958_2482131054,imagenet30,baseball
sporty style : person kept cool in a baseball cap and slipped on shorts and some comfy trainers for the walk back from the beach,cc/validation/2958_2482131054,imagenet30,baseball
baseball player # is hit by a pitch during the fifth inning against sports team .,cc/validation/2958_2482131054,imagenet30,baseball
baseball relief pitcher during photo day,cc/validation/2958_2482131054,imagenet30,baseball
basketball team celebrate after defeating baseball team during the men 's game .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player throws a pitch against sports team during the first inning at stadium .,cc/validation/2958_2482131054,imagenet30,baseball
"person , left , turns away from the plate after striking out looking with the bases loaded as baseball player returns the ball to the mound to end the sixth inning .",cc/validation/2958_2482131054,imagenet30,baseball
baseball player bats during a game circa cash played for sports team from 196074,cc/validation/2958_2482131054,imagenet30,baseball
baseball player makes a hit during a season game against sports team,cc/validation/2958_2482131054,imagenet30,baseball
baseball player attends the announcement of donation .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player pitches against sports team,cc/validation/2958_2482131054,imagenet30,baseball
"baseball player , met his girlfriend , while both travelling there .",cc/validation/2958_2482131054,imagenet30,baseball
baseball player pitches during a workout,cc/validation/2958_2482131054,imagenet30,baseball
baseball player throws to the plate during tuesday 's game against sports team .,cc/validation/2958_2482131054,imagenet30,baseball
baseball player in his military uniform in the dugout,cc/validation/2958_2482131054,imagenet30,baseball
children at a birthday party eating cake and ice cream and singing happy birthday,cc/validation/2818_1280440933,imagenet30,ice cream
"dish , a set of hand drawn vector illustration of ice cream .",cc/validation/2818_1280440933,imagenet30,ice cream
"all about the difference between gelato and ice cream , and how to make a scoop just as good .",cc/validation/2818_1280440933,imagenet30,ice cream
got snow ? whip up a batch of ice cream with ingredients and a few minutes .,cc/validation/2818_1280440933,imagenet30,ice cream
jeans - had to have that ice cream cone on your back pocket,cc/validation/2818_1280440933,imagenet30,ice cream
little girl eating ice cream amongst crowd on the promenade,cc/validation/2818_1280440933,imagenet30,ice cream
ice cream flat style on white background .,cc/validation/2818_1280440933,imagenet30,ice cream
boy aged three eating an ice cream in the park,cc/validation/2818_1280440933,imagenet30,ice cream
empty glass bowl on the stem for desserts and ice cream isolated on white background .,cc/validation/2818_1280440933,imagenet30,ice cream
there 's nothing better than ice cream on the boardwalk :),cc/validation/2818_1280440933,imagenet30,ice cream
sunflower seeds and pineapple - the texture of the ice cream was good .,cc/validation/2818_1280440933,imagenet30,ice cream
cute little girl sharing an ice cream seated at table,cc/validation/2818_1280440933,imagenet30,ice cream
vanilla ice cream and scoop on a stone plate,cc/validation/2818_1280440933,imagenet30,ice cream
sweet car we saw while getting ice cream @ the bdi,cc/validation/2818_1280440933,imagenet30,ice cream
ice cream van selling ice creams in the outdoor market on a nice sunny day,cc/validation/2818_1280440933,imagenet30,ice cream
somewhere to buy an ice cream at the end,cc/validation/2818_1280440933,imagenet30,ice cream
illustration of a boy exercising near the giant ice cream,cc/validation/2818_1280440933,imagenet30,ice cream
iced coffee with vanilla ice cream the coaches,cc/validation/2818_1280440933,imagenet30,ice cream
we all scream for ice cream,cc/validation/2818_1280440933,imagenet30,ice cream
lining up for ice cream,cc/validation/2818_1280440933,imagenet30,ice cream
children and families queue for ice cream from an ice cream van,cc/validation/2818_1280440933,imagenet30,ice cream
a knight cools off with an ice cream as temperatures soar,cc/validation/2818_1280440933,imagenet30,ice cream
father and daughter eating ice cream at the restaurant,cc/validation/2818_1280440933,imagenet30,ice cream
a child 's feet and an ice cream cone on the ground,cc/validation/2818_1280440933,imagenet30,ice cream
kiosk serving traditional ice cream in the district,cc/validation/2818_1280440933,imagenet30,ice cream
a truck selling vegan ice cream,cc/validation/2818_1280440933,imagenet30,ice cream
actor and her daughter grab some ice cream while out and about in filming location featuring : actor,cc/validation/2818_1280440933,imagenet30,ice cream
single scoop of vanilla ice cream on a white background,cc/validation/2818_1280440933,imagenet30,ice cream
ice cream in the cone,cc/validation/2818_1280440933,imagenet30,ice cream
happy mother and little daughter eating ice cream on the bench,cc/validation/2818_1280440933,imagenet30,ice cream
"man in suit walking down stone steps while talking on his smartphone on a deserted rocky island in front of the ocean , with a red boat",cc/validation/11679_9239355,imagenet30,suit
actor wore a white suit with a white t - shirt and matching pumps,cc/validation/11679_9239355,imagenet30,suit
"happy couple : she went hand - in - hand with person , who was looking dapper in a navy suit",cc/validation/11679_9239355,imagenet30,suit
suit looks at himself in the mirror and sees,cc/validation/11679_9239355,imagenet30,suit
our shirts have a variety of colours and prints to suit everyone .,cc/validation/11679_9239355,imagenet30,suit
need a businesslike suit for interview ? this is a good one .,cc/validation/11679_9239355,imagenet30,suit
legend : australian rules footballer looked sharp in a pale grey suit as he made his way around the racecourse,cc/validation/11679_9239355,imagenet30,suit
actor always looks so good in a suit,cc/validation/11679_9239355,imagenet30,suit
handsome man in suit puts on sunglasses and starts to go on the alley .,cc/validation/11679_9239355,imagenet30,suit
"animal ready for business wearing a suit , green tie and glasses",cc/validation/11679_9239355,imagenet30,suit
businessman with a torn suit,cc/validation/11679_9239355,imagenet30,suit
black and white silhouette of man in the suit,cc/validation/11679_9239355,imagenet30,suit
a cartoon illustration of a fat cat in a suit smiling and sitting,cc/validation/11679_9239355,imagenet30,suit
chemical worker in protective suit on gray background having crossed hands on a breast,cc/validation/11679_9239355,imagenet30,suit
a man in a business suit waiting for a train,cc/validation/11679_9239355,imagenet30,suit
silhouette of a mans in a business suit,cc/validation/11679_9239355,imagenet30,suit
young man face portrait with hat in a black suit .,cc/validation/11679_9239355,imagenet30,suit
a man in a suit ~ ~,cc/validation/11679_9239355,imagenet30,suit
rugby player during the suit fitting,cc/validation/11679_9239355,imagenet30,suit
love the light suit at the beach .,cc/validation/11679_9239355,imagenet30,suit
looking sharp : actor also attended the private party and looked dapper in his black suit and bow tie,cc/validation/11679_9239355,imagenet30,suit
version of the classic black suit,cc/validation/11679_9239355,imagenet30,suit
"dark day : the couple were dressed head to toe in black , him wearing a striking - piece suit , while she wore a square - neck dress",cc/validation/11679_9239355,imagenet30,suit
stylish man in a business suit stands in town last night on the street waiting for a meeting,cc/validation/11679_9239355,imagenet30,suit
schoolboy reading a book in boxing gloves and suit .,cc/validation/11679_9239355,imagenet30,suit
"classic photograph of swing artist wearing a black suit , hat and beige trench coat smoking a cigarette",cc/validation/11679_9239355,imagenet30,suit
"man in suit walking down stone steps while talking on his smartphone on a deserted rocky island in front of the ocean , with a red boat",cc/validation/11679_9239355,imagenet30,suit
funny portrait of a dog in a suit on an abstract background .,cc/validation/11679_9239355,imagenet30,suit
"person , apparently decided to take the lead from person and went with an all black suit complete with black shirt and tie",cc/validation/11679_9239355,imagenet30,suit
handsome manager in formal suit sitting legs crossed at the desk with a computer and talking on cell phone .,cc/validation/11679_9239355,imagenet30,suit
