caption,path,dataset,target
the chicken and peppers pizza has calories andg of fat per slice,cc/validation/10283_1513262977,imagenet15,pizza
a woman carries an umbrella as she crosses road .,cc/validation/3802_2133452728,imagenet15,umbrella
little boy with red umbrella in the rain .,cc/validation/3802_2133452728,imagenet15,umbrella
person had some help with the umbrella as she left the ceremony today and was in high spirits despite the damp weather,cc/validation/3802_2133452728,imagenet15,umbrella
man with red umbrella standing lonely in the rain and getting drenched,cc/validation/3802_2133452728,imagenet15,umbrella
colorful umbrella isolated on a white background,cc/validation/3802_2133452728,imagenet15,umbrella
sketch of an umbrella in the rain .,cc/validation/3802_2133452728,imagenet15,umbrella
woman holding onto her umbrella which has blown inside out in a high wind,cc/validation/3802_2133452728,imagenet15,umbrella
silhouettes of businessmen with an umbrella in hand vector on white,cc/validation/3802_2133452728,imagenet15,umbrella
green umbrella on a sunny day,cc/validation/3802_2133452728,imagenet15,umbrella
"young family with daughters under the umbrella , town",cc/validation/3802_2133452728,imagenet15,umbrella
curly boy in a bright yellow raincoat with an umbrella against a magnificent green bush,cc/validation/3802_2133452728,imagenet15,umbrella
drops of rain dripping onto the hand of a young woman under an umbrella,cc/validation/3802_2133452728,imagenet15,umbrella
image of confident business man holding umbrella and looking at woman on the background of sky,cc/validation/3802_2133452728,imagenet15,umbrella
little girl in the rain with red boots and umbrella walking toward a pond,cc/validation/3802_2133452728,imagenet15,umbrella
love is an umbrella in the rain,cc/validation/3802_2133452728,imagenet15,umbrella
"the bedroom suite contains a large cushioned white l - shaped sofa , with a pair of natural wood topped coffee tables , beneath wall mounted gas fireplace and television .",cc/validation/1635_2857730858,imagenet15,television
television show host and actor .,cc/validation/1635_2857730858,imagenet15,television
portrait of actress on the television show,cc/validation/1635_2857730858,imagenet15,television
"having her say : person spoke at the youth - targeted event , which also drew attendance from rhythm and blues artist , television show host and pop artist",cc/validation/1635_2857730858,imagenet15,television
actor in a publicity portrait from the television series,cc/validation/1635_2857730858,imagenet15,television
person / first black woman to star in a television series .,cc/validation/1635_2857730858,imagenet15,television
"a group of men sit around a television set , watching a football game and holding glasses of beer in a living room .",cc/validation/1635_2857730858,imagenet15,television
circa a portrait of actor who plays the role of tv character in the television series,cc/validation/1635_2857730858,imagenet15,television
television show host poses with her medal,cc/validation/1635_2857730858,imagenet15,television
television show host and journalist attend dinner,cc/validation/1635_2857730858,imagenet15,television
family laughing while watching television together in the living - room wearing 3d glasses,cc/validation/1635_2857730858,imagenet15,television
"ready for kick - off with a television set beside his hospital bed is regular skipper , who looks optimistic about the team 's chances against football team in the final",cc/validation/1635_2857730858,imagenet15,television
television show host and novelist .,cc/validation/1635_2857730858,imagenet15,television
"stars of football , television and music play in the game for person",cc/validation/1635_2857730858,imagenet15,television
television show host attends the world premiere of season ofthe crown,cc/validation/1635_2857730858,imagenet15,television
baseball player throws a pitch during a game,cc/validation/10590_1131913537,imagenet15,baseball
baseball player throws a pitch during the fifth inning against sports team .,cc/validation/10590_1131913537,imagenet15,baseball
baseball player bats during a spring training game,cc/validation/10590_1131913537,imagenet15,baseball
baseball player delivers against sports team,cc/validation/10590_1131913537,imagenet15,baseball
baseball player hits his second home run against sports team during the sixth inning of a baseball game,cc/validation/10590_1131913537,imagenet15,baseball
baseball player pitches against sports team .,cc/validation/10590_1131913537,imagenet15,baseball
rugged up : the mother - of - two was spotted strolling through the terminal wearing an oversized scarf and matching baseball cap,cc/validation/10590_1131913537,imagenet15,baseball
boy with a baseball glove and a helmet isolated on white background,cc/validation/10590_1131913537,imagenet15,baseball
"baseball player shows off thisfuturistic uniform , which the team wore for game during the season .",cc/validation/10590_1131913537,imagenet15,baseball
baseball player holds up his jersey during a press conference in borough .,cc/validation/10590_1131913537,imagenet15,baseball
baseball player catches a ball against sports team,cc/validation/10590_1131913537,imagenet15,baseball
baseball player hits a double off baseball player in the second inning of a baseball game .,cc/validation/10590_1131913537,imagenet15,baseball
baseball second baseman swings away against sports team during sports league championship .,cc/validation/10590_1131913537,imagenet15,baseball
vector illustration of an electrically charged baseball drawn as a comet shooting through outer space,cc/validation/10590_1131913537,imagenet15,baseball
baseball player makes the play in monday night 's game against sports team .,cc/validation/10590_1131913537,imagenet15,baseball
a slice of home made apple pie topped with ice cream,cc/validation/7432_322459813,imagenet15,ice cream
decorated ice cream van at the event,cc/validation/7432_322459813,imagenet15,ice cream
vanilla ice cream on a cone over a white background,cc/validation/7432_322459813,imagenet15,ice cream
father and son enjoying ice cream outside in a park,cc/validation/7432_322459813,imagenet15,ice cream
choose your ice cream and we 'll make it into a milkshake .,cc/validation/7432_322459813,imagenet15,ice cream
portrait of happy little boy ice cream cone sitting besides his father on a bench,cc/validation/7432_322459813,imagenet15,ice cream
vector illustration with ice cream on a stick .,cc/validation/7432_322459813,imagenet15,ice cream
a woman is seen eating mango flavoured ice cream in a gluten free cone,cc/validation/7432_322459813,imagenet15,ice cream
"made without dairy or refined sugar , this paleo dark chocolate ice cream is rich and creamy .",cc/validation/7432_322459813,imagenet15,ice cream
"person , a monkey and person enjoy an ice cream cone .",cc/validation/7432_322459813,imagenet15,ice cream
person enjoys an ice cream as the weather picks up today,cc/validation/7432_322459813,imagenet15,ice cream
i can lick u like an ice cream if u want ;),cc/validation/7432_322459813,imagenet15,ice cream
confused about what flavors of ice cream go with what kinds of pie ? here are some combinations that will take your dessert to the next level !,cc/validation/7432_322459813,imagenet15,ice cream
man eating ice cream and smiling at the camera .,cc/validation/7432_322459813,imagenet15,ice cream
brightly coloured ice cream in a tub,cc/validation/7432_322459813,imagenet15,ice cream
man wearing suit in a crowd : stock illustration,cc/validation/9465_3158556863,imagenet15,suit
fictional character in a space suit,cc/validation/9465_3158556863,imagenet15,suit
"elevated view of woman lying on cobble stones , with a man in a brown suit kneeling beside her holding an umbrella",cc/validation/9465_3158556863,imagenet15,suit
the girl in the suit .,cc/validation/9465_3158556863,imagenet15,suit
man in suit having a coffee while works on the laptop,cc/validation/9465_3158556863,imagenet15,suit
close - up of a bearded man in suit smoking electronic cigarette behind a window in slow motion exhale smoke,cc/validation/9465_3158556863,imagenet15,suit
person in a suit ... my life is complete .,cc/validation/9465_3158556863,imagenet15,suit
how to fold a suit & shirt in a suitcase,cc/validation/9465_3158556863,imagenet15,suit
pop artist in a black suit,cc/validation/9465_3158556863,imagenet15,suit
love him in a suit,cc/validation/9465_3158556863,imagenet15,suit
"tv genre , businessman in suit with a black tie showing or holding -- stock photo #",cc/validation/9465_3158556863,imagenet15,suit
handsome employer in suit is conducting a job interview while sitting in his office,cc/validation/9465_3158556863,imagenet15,suit
award winner celebrates western christian holiday in style with a dapper suit,cc/validation/9465_3158556863,imagenet15,suit
woman in suit holds a metal briefcase with dollars behind the back on grey background .,cc/validation/9465_3158556863,imagenet15,suit
whether it 's your only suit or the first of many,cc/validation/9465_3158556863,imagenet15,suit
